ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher
039592720X,Interpreter of Maladies,Jhumpa Lahiri,1999,Houghton Mifflin Co
60928336,Divine Secrets of the Ya-Ya Sisterhood: A Novel,Rebecca Wells,1997,Perennial
671003755,She's Come Undone (Oprah's Book Club (Paperback)),Wally Lamb,1996,Washington Square Press
553268449,JITTERBUG PERFUME,TOM ROBBINS,1985,Bantam
038001503X,One Hundred Years of Solitude,Gabriel Garcia Marquez,1970,Avon Books
440215625,Dragonfly in Amber,DIANA GABALDON,1993,Dell
316777730,Naked,David Sedaris,1998,Back Bay Books
375501851,White Teeth,Zadie Smith,2000,Random House
877733759,Writing Down the Bones,NATALIE GOLDBERG,1986,Shambhala
140070206,Ironweed,William J. Kennedy,1989,Penguin Books
140042393,The Grapes of Wrath,John Steinbeck,1976,Penguin USA
671726889,CUCKOO'S EGG,Clifford Stoll,1990,Pocket
446601241,Kiss the Girls,James Patterson,1995,Warner Books
451124340,Different Seasons,Stephen King,1983,Penguin Putnam~mass
345384466,The Witching Hour (Lives of the Mayfair Witches),ANNE RICE,1993,Ballantine Books
446604801,Jack & Jill (Alex Cross Novels),James Patterson,1997,Warner Books
345422392,Vittorio the Vampire: New Tales of the Vampires,Anne Rice,2001,Ballantine Books
679734775,The House on Mango Street (Vintage Contemporaries),SANDRA CISNEROS,1991,Vintage
345409469,The Demon-Haunted World: Science As a Candle in the Dark,Carl Sagan,1997,Ballantine Books
373250177,On The Verge (Red Dress Ink (Paperback)),Ariella Papa,2002,Red Dress Ink
141001771,Welcome to My Planet: Where English Is Sometimes Spoken,Shannon Olson,2001,Penguin Books
671027344,The Perks of Being a Wallflower,Stephen Chbosky,1999,MTV
006019491X,Daughter of Fortune : A Novel (Oprah's Book Club (Hardcover)),Isabel Allende,1999,HarperCollins
66211611,Portrait in Sepia,Isabel Allende,2001,HarperCollins Publishers
345375211,The Book of Lost Tales 1 (The History of Middle-Earth - Volume 1),J. R. R. Tolkien,1992,Del Rey Books
140042520,Dharma Bums,Jack Kerouac,1991,Penguin Books
380789035,American Gods,Neil Gaiman,2002,HarperTorch
345358791,2061: Odyssey Three,Arthur C. Clarke,1991,Del Rey Books
440206154,Red Dragon,Thomas Harris,2000,Dell Publishing Company
345370775,Jurassic Park,Michael Crichton,1999,Ballantine Books
743457943,Trading Places,Fern Michaels,2003,Pocket Star
373484224,Stanislaski Brothers (Silhouette Promo),Nora Roberts,2000,Silhouette
380789019,Neverwhere,Neil Gaiman,1998,Avon
380018179,The Thorn Birds,Colleen McCullough,1978,Avon
679457313,The God of Small Things,Arundhati Roy,1997,Random House Inc
553571656,The Beekeeper's Apprentice,LAURIE R. KING,1996,Bantam
312169787,The Red Tent : A Novel,Anita Diamant,1997,St. Martin's Press
786866276,Mother of Pearl,Melinda Haynes,1999,Hyperion
140266771,Larry's Party,Carol Shields,1998,Penguin Books
3257061269,Der Alchimist.,Paulo Coelho,2003,Diogenes Verlag
679745653,Breakfast at Tiffany's: And Three Stories (First Vintage International),Truman Capote,1993,Vintage Books USA
876855575,Ham on Rye,Charles Bukowski,1982,Ecco
140272658,Are You Experienced?,William Sutcliffe,1998,Penguin Books Ltd
385720920,Choke,CHUCK PALAHNIUK,2002,Anchor
385498721,Survivor : A Novel,CHUCK PALAHNIUK,2000,Anchor
385314744,Rush Limbaugh Is a Big Fat Idiot: And Other Observations,Al Franken,1996,Delacorte Press
590457225,Dealing With Dragons (Enchanted Forest Chronicles (Paperback)),Patricia C. Wrede,1992,Scholastic
316929190,All Too Human : A Political Education,George Stephanopoulos,1999,Little
439404371,The Thief Lord,Cornelia Funke,2002,Scholastic
345307674,Return of the Jedi (Star Wars),James Kahn,1983,Del Rey Books
1573225789,The Color of Water: A Black Man's Tribute to His White Mother,James McBride,1997,Riverhead Books
380754843,Wayside School is Falling Down,Louis Sachar,1990,HarperTrophy
553296981,Anne Frank: The Diary of a Young Girl,ANNE FRANK,1993,Bantam
345285549,Elfstones of Shannara,Terry Brooks,1990,Del Rey Books
451169530,The Stand: Complete and Uncut,Stephen King,1991,Signet Book
067168390X,Lonesome Dove,Larry McMurtry,1988,Pocket
385335881,Shopaholic Takes Manhattan (Summer Display Opportunity),Sophie Kinsella,2002,Delta
385335482,Confessions of a Shopaholic (Summer Display Opportunity),SOPHIE KINSELLA,2001,Delta
553258001,The Cider House Rules,John Irving,1986,Bantam Books
805063889,Nickel and Dimed: On (Not) Getting By in America,Barbara Ehrenreich,2001,Metropolitan Books
553582658,Summer Light,Luanne Rice,2002,Bantam Books
373218400,Table For Two,Nora Roberts,2002,Silhouette
60192895,Hunting Badger,Tony Hillerman,1999,HarperCollins Publishers
826308791,The Education of Little Tree (A Zia Book),Forrest Carter,1986,University of New Mexico Press
345435249,Darwin's Radio,Greg Bear,2000,Ballantine Books
441003257,Good Omens,Neil Gaiman,1996,Ace Books
451202503,The Songcatcher: A Ballad Novel,Sharyn McCrumb,2002,Signet Book
446606812,Message in a Bottle,Nicholas Sparks,1999,Warner Vision
671028375,Fatal Voyage,Kathy Reichs,2002,Pocket
399149759,Flashback,Nevada Barr,2003,Putnam Publishing Group
671759361,Pearl in the Mist (Landry),V.C. Andrews,1994,Pocket
399146008,Shock,Robin Cook,2001,G. P. Putnam's Sons
60930535,The Poisonwood Bible: A Novel,Barbara Kingsolver,1999,Perennial
375702709,A Lesson Before Dying (Vintage Contemporaries (Paperback)),Ernest J. Gaines,1997,Vintage Books USA
044990928X,Operating Instructions: A Journal of My Son's First Year,Anne Lamott,1994,Ballantine Books
671038184,Jewel,Bret Lott,1999,Washington Square Press
60916508,Their Eyes Were Watching God: A Novel,Zora Neale Hurston,1990,Perennial
142000663,The Grapes of Wrath: John Steinbeck Centennial Edition (1902-2002),John Steinbeck,2002,Penguin Books
590660543,Northern Lights (His Dark Materials S.),Philip Pullman,1998,Scholastic Point
345361792,A Prayer for Owen Meany,John Irving,1990,Ballantine Books
394404289,The Prophet,Kahlil Gibran,1973,Alfred A. Knopf
345458915,The Sinner,TESS GERRITSEN,2003,Ballantine Books
038531258X,Cold Sassy Tree,Olive Ann Burns,1986,Delta
006092988X,A Tree Grows in Brooklyn,Betty Smith,1998,Perennial
743225406,The Shipping News : A Novel,Annie Proulx,2001,Scribner
553256696,Hiding Place,Corrie Ten Boom,1984,Bantam Books
1400034779,The No. 1 Ladies' Detective Agency (Today Show Book Club #8),Alexander McCall Smith,2003,Anchor
038533303X,Driving Mr. Albert: A Trip Across America With Einstein's Brain,Michael Paterniti,2001,Delta
786885688,Shopgirl,Steve Martin,2001,Hyperion
671880187,Kitchen,Banana Yoshimoto,1994,Washington Square Press
345387007,Tangle Box,TERRY BROOKS,1995,Del Rey
767902521,A Walk in the Woods: Rediscovering America on the Appalachian Trail (Official Guides to the Appalachian Trail),Bill Bryson,1999,Broadway Books
553377868,The Flanders Panel,ARTURO PEREZ-REVERTE,1996,Bantam
1558744606,Chicken Soup for the Mother's Soul (Chicken Soup for the Soul Series (Paper)),Jack Canfield,1997,Health Communications
080410753X,The Kitchen God's Wife,Amy Tan,1992,Ivy Books
345325818,The Silmarillion,J.R.R. TOLKIEN,1985,Del Rey
014131088X,Speak,Laurie Halse Anderson,2001,Speak
140244824,Songs in Ordinary Time (Oprah's Book Club (Paperback)),Mary McGarry Morris,1996,Penguin Books
743221990,The Stone Monkey : A Lincoln Rhyme Novel,Jeffery Deaver,2002,Simon & Schuster
312983212,Saucer,Stephen Coonts,2003,St. Martin's Paperbacks
385508417,Skipping Christmas,JOHN GRISHAM,2002,Doubleday
385510438,The Last Juror,John Grisham,2004,Doubleday
380723638,Ill Wind (Anna Pigeon Mysteries (Paperback)),Nevada Barr,1997,Avon Books
385324057,Summer Sisters,Judy Blume,1998,Delacorte Press
425185710,Valhalla Rising (Dirk Pitt Adventures (Paperback)),Clive Cussler,2002,Berkley Publishing Group
61030651,U.S.S. Seawolf,Patrick Robinson,2001,HarperTorch
031298250X,America : A Jake Grafton Novel (A Jake Grafton Novel),Stephen Coonts,2002,St. Martin's Paperbacks
006109594X,Nimitz Class,Patrick Robinson,1998,HarperTorch
671527215,Hitchhikers's Guide to the Galaxy,Douglas Adams,1984,Pocket
618045996,Riding the Bus with My Sister: A True Life Journey,Rachel Simon,2002,Houghton Mifflin Company
553377876,Half Asleep in Frog Pajamas,Tom Robbins,1995,Bantam
014025448X,At Home in Mitford (The Mitford Years),Jan Karon,1996,Viking Books
60934417,Bel Canto: A Novel,Ann Patchett,2002,Perennial
671793489,All Around the Town,Mary Higgins Clark,1993,Pocket Star
679772677,A Civil Action,JONATHAN HARR,1996,Vintage
312983824,Faking It,Jennifer Crusie,2003,St. Martin's Paperbacks
449149676,On Mystic Lake,Kristin Hannah,2000,Ballantine Books
449006344,Angel Falls,KRISTIN HANNAH,2001,Ballantine Books
451191153,The Fountainhead,Ayn Rand,1996,New American Library
440224624,The Loop,Nicholas Evans,1999,Dell Publishing Company
743418174,Good in Bed,Jennifer Weiner,2002,Washington Square Press
440214424,Out of Sight,Elmore Leonard,1998,Dell
451187903,Sense and Sensibility,Jane Austen,1995,Signet Book
671036505,The Vineyard,Barbara Delinsky,2001,Pocket Books
394758285,The Big Sleep,Raymond Chandler,1992,Vintage Books USA
671004565,We'll Meet Again,Mary Higgins Clark,2000,Pocket
345370805,How to Make an American Quilt,Whitney Otto,1992,Ballantine Books
375703055,Ellen Foster,Kaye Gibbons,1997,Vintage Books
156006529,Where or When  : A Novel,Anita Shreve,1999,Harvest Books
446673544,Sex & the City,Candace Bushnell,1997,Warner Books
312243022,The Hours : A Novel,Michael Cunningham,2000,Picador
316789844,Resistance : A Novel,Anita Shreve,1997,Back Bay Books
385490445,Alias Grace : A Novel,Margaret Atwood,1997,Anchor
375700757,Cold Mountain : A Novel,CHARLES FRAZIER,1998,Vintage
70212570,Fried Green Tomatoes at the Whistle Stop Cafe,Fannie Flagg,1989,McGraw-Hill
385480016,Bird by Bird: Some Instructions on Writing and Life,Anne Lamott,1995,Anchor
61098361,Circle of Three: A Novel,Patricia Gaffney,2001,HarperTorch
446611239,The Cabinet of Curiosities,Douglas Preston,2003,Warner Books
553580078,The Years of Rice and Salt,Kim Stanley Robinson,2003,Spectra Books
425189414,Midnight Runner,Jack Higgins,2003,Berkley Publishing Group
316781266,The Last Time They Met : A Novel,Anita Shreve,2002,Back Bay Books
486280616,Adventures of Huckleberry Finn (Dover Thrift Editions),Mark Twain,1994,Dover Publications
671032658,The Green Mile,Stephen King,1999,Pocket
373250223,Name & Address Withheld (Red Dress Ink (Paperback)),Jane Sigaloff,2002,Red Dress Ink
380817683,Rachel's Holiday,Marian Keyes,2001,Avon Books
671689231,Little Girl Lost,Drew Barrymore,1991,Pocket
380814021,The Princess Diaries,Meg Cabot,2001,HarperTrophy
373710992,The Farmer's Wife,Lori Handeland,2002,Harlequin
61098795,The Wailing Wind,Tony Hillerman,2003,HarperTorch
375725784,A Heartbreaking Work of Staggering Genius,Dave Eggers,2001,Vintage Books USA
142004030,Lost in a Good Book (Thursday Next Novels (Penguin Books)),Jasper Fforde,2004,Penguin Books
452281784,Bad Heir Day,Wendy Holden,2001,Plume Books
038533656X,Apocalipstick,SUE MARGOLIS,2003,Delta
743230213,Harem: A Novel,Dora Levy Mossanen,2002,Touchstone
345436911,The Dress Lodger (Ballantine Reader's Circle),Sheri Holman,2001,Ballantine Books
452284481,Le Divorce (William Abrahams Book),Diane Johnson,2003,Plume Books
802135196,Valley of the Dolls: A Novel,Jacqueline Susann,1997,Grove Press
440217520,Tunnel Vision (V.I. Warshawski Novels (Paperback)),Sara Paretsky,1995,Dell
679450548,I Was Amelia Earhart,Jane Mendelsohn,1996,Random House Inc
038039586X,Watership Down,Richard George Adams,1975,Harpercollins
670030643,The Eyre Affair (Alex Awards (Awards)),Jasper Fforde,2002,Viking Books
60929596,As Nature Made Him : The Boy Who Was Raised as a Girl,John Colapinto,2001,Perennial
3499232871,Herzsprung,Ildiko Kurthy,2003,Distribooks Inc
440131480,Breakfast of Champions,Kurt Vonnegut,1991,Dell Publishing Company
375707425,Embers,SANDOR MARAI,2002,Vintage
440940001,Island of the Blue Dolphins (Laurel Leaf Books),Scott O'Dell,1978,Laure Leaf
812565959,Shadow of the Hegemon (Ender Wiggins Saga (Paperback)),Orson Scott Card,2001,Tor Books
425163385,The Night Crew,John Sandford,2004,Berkley Publishing Group
743444051,CSI: Sin City,Max Allan Collins,2002,Pocket
671042262,The Blue Nowhere : A Novel,Jeffery Deaver,2002,Pocket
425157539,Sudden Prey,John Sandford,1997,Berkley Publishing Group
553585681,Always a Thief,Kay Hooper,2003,Bantam Books
553585118,Once a Thief,Kay Hooper,2002,Bantam Books
886777690,A Thousand Words for Stranger (Daw Book Collectors),Julie E. Czerneda,1997,Daw Books
743212002,Deck the Halls,Mary Higgins Clark,2000,Simon & Schuster
037348397X,The Donovan Legacy,Nora Roberts,1999,Harlequin
679731148,A Year in Provence,Peter Mayle,1991,Vintage Books USA
380600129,The Indian in the Cupboard,Lynne Reid Banks,1999,HarperTrophy
316693324,When the Wind Blows,James Patterson,1998,Replica Books
553283685,Hyperion,DAN SIMMONS,1990,Bantam
743412273,Pet Sematary,Stephen King,2001,Pocket
345367898,Witching Hour (Lives of the Mayfair Witches),Anne Rice,1991,Ballantine Books
449912558,The Sparrow,MARY DORIA RUSSELL,1997,Fawcett Books
449300021,Les Miserables,VICTOR HUGO,1982,Fawcett
684835983,Before I Say Good-Bye : A Novel,Mary Higgins Clark,2000,Simon & Schuster
440226430,Summer Sisters,Judy Blume,1999,Dell Publishing Company
385721358,Look at Me,Jennifer Egan,2002,Anchor Books/Doubleday
031231616X,I Capture the Castle,Dodie Smith,2003,St. Martin's Griffin
089480829X,What to Expect When You're Expecting (Revised Edition),Arlene Eisenberg,1996,Workman Pub Co
767912233,Babyville,JANE GREEN,2003,Broadway
894805770,What to Expect the First Year,Arlene Eisenberg,1989,Workman Publishing
62502174,The Alchemist: A Fable About Following Your Dream,Paulo Coelho,1993,HarperSanFrancisco
688177751,Miss Julia Speaks Her Mind : A Novel,Ann B. Ross,2000,Perennial
345438329,Big Stone Gap: A Novel (Ballantine Reader's Circle),Adriana Trigiani,2001,Ballantine Books
375707972,The Reader,Bernhard Schlink,1999,Vintage Books USA
142000361,The Florabama Ladies' Auxiliary & Sewing Circle,Lois Battle,2002,Penguin Books
872860175,Howl and Other Poems (Pocket Poets),Allen Ginsberg,1956,City Lights Publishers
345446860,Back When We Were Grownups : A Novel (Ballantine Reader's Circle),ANNE TYLER,2002,Ballantine Books
446310492,To Kill a Mockingbird,Harper Lee,1985,Warner Books
515090506,The Cat Who Played Brahms,Lilian Jackson Braun,1997,Jove Books
399145087,Black Notice,Patricia Daniels Cornwell,1999,Putnam Pub Group
60192119,As Nature Made Him: The Boy Who Was Raised As a Girl,John Colapinto,2000,HarperCollins Publishers
836218256,Something Under the Bed Is Drooling,Bill Watterson,1988,Andrews McMeel Publishing
312990456,One for the Money (A Stephanie Plum Novel),Janet Evanovich,2003,St. Martin's Paperbacks
316969680,The Beach House,James Patterson,2002,Little
312965338,The Climb: Tragic Ambitions on Everest,Anatoli Boukreev,1998,St. Martin's Press
399501487,Lord of the Flies,William Gerald Golding,1959,Perigee Trade
395177111,The Hobbit (Leatherette Collector's Edition),J. R. R. Tolkien,1973,Houghton Mifflin Company
375411992,Blackwood Farm (The Vampire Chronicles),Anne Rice,2002,Alfred A. Knopf
425177173,Atlantis Found,Clive Cussler,2001,Berkley Publishing Group
440224764,The Partner,John Grisham,1998,Dell Publishing Company
553572997,The Alienist,Caleb Carr,1995,Bantam Books
034543076X,Manifold: Time (Manifold (Paperback)),Stephen Baxter,2000,Del Rey Books
380727501,Notes from a Small Island,Bill Bryson,1997,Perennial
312423799,Dry : A Memoir,Augusten Burroughs,2004,Picador
037542217X,The Kalahari Typing School for Men : More from the No. 1 Ladies' Detective Agency,Alexander McCall Smith,2003,Pantheon
373218192,Engaging The Enemy,Nora Roberts,2003,Silhouette
515120006,Holding the Dream (Dream Trilogy),Nora Roberts,2001,Jove Books
515127396,The Cat Who Saw Stars (Cat Who... (Paperback)),Lilian Jackson Braun,2000,Jove Books
345416260,Pope Joan (Ballantine Reader's Circle),Donna Woolfolk Cross,1996,Ballantine Books
385494785,Into Thin Air : A Personal Account of the Mt. Everest Disaster,JON KRAKAUER,1999,Anchor
385486804,Into the Wild,Jon Krakauer,1997,Anchor
385512104,The Curious Incident of the Dog in the Night-Time (Today Show Book Club #13),Mark Haddon,2003,Doubleday
039914255X,Eat Right for Your Type,Peter J. D'Adamo,1996,G. P. Putnam's Sons
440236673,The Brethren,John Grisham,2000,Island
316291161,The French Lieutenant's Woman (French Lieutenant's Woman),John Fowles,1998,Back Bay Books
679771476,The Law of Similars,CHRIS BOHJALIAN,2000,Vintage
031215125X,The Far Pavilions,M. M. Kaye,1997,St. Martin's Press
64405176,Walk Two Moons,Sharon Creech,1996,HarperTrophy
440235162,The Smoke Jumper,Nicholas Evans,2002,Dell Publishing Company
076790382X,I'm a Stranger Here Myself: Notes on Returning to America After 20 Years Away,Bill Bryson,2000,Broadway Books
425158616,Cause of Death,Patricia Daniels Cornwell,1997,Berkley Publishing Group
62502182,The Alchemist: A Fable About Following Your Dream,Paulo Coelho,1995,HarperSanFrancisco
60175400,The Poisonwood Bible,Barbara Kingsolver,1999,HarperCollins
1573221775,My Dream of You,Nuala O'Faolain,2001,Riverhead Books
671537458,Waiting to Exhale,Terry McMillan,1995,Pocket
743437810,The Vanished Man : A Lincoln Rhyme Novel (Lincoln Rhyme Novels (Paperback)),Jeffery Deaver,2004,Pocket Books
517149257,The Ultimate Hitchhiker's Guide,Douglas Adams,1996,Random House Value Publishing
743222008,The Vanished Man : A Lincoln Rhyme Novel,Jeffery Deaver,2003,Simon & Schuster
515127221,Sullivan's Island: A Lowcountry Tale,Dorothea Benton Frank,2000,Jove Books
425161242,Chromosome 6,Robin Cook,2000,Berkley Publishing Group
425169863,Point of Origin,Patricia Daniels Cornwell,1999,Berkley Publishing Group
345380371,Rising Sun,MICHAEL CRICHTON,1992,Ballantine Books
446609323,Black Friday,James Patterson,1989,Warner Vision
316690619,Cradle and All,James Patterson,2000,Little Brown and Company
446610038,1st to Die: A Novel,James Patterson,2002,Warner Vision
451201558,Cold Case,Stephen White,2001,Signet Book
679459626,Flesh and Blood,Jonathan Kellerman,2001,Random House
